report_id,community_name,region_id,report_date,reporter_type,local_season,rainfall_level,road_access,seasonal_indicators_text,num_dogs_seen,num_puppies_seen,skin_issue_count,parasite_issue_count,recent_dog_deaths,distance_to_clinic,dog_roaming_level,requested_help,notes,months_since_last_visit,needs_parasite_treatment_3m,needs_scabies_treatment_3m,needs_followup_visit_3m,needs_parasite_treatment_6m,needs_scabies_treatment_6m,needs_followup_visit_6m,needs_parasite_treatment_9m,needs_scabies_treatment_9m,needs_followup_visit_9m,needs_parasite_treatment_12m,needs_scabies_treatment_12m,needs_followup_visit_12m
13,Maningrida,1,2023-01-23,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",155,14,8,10,1,120,medium,1,Synthetic ranger field report,1,1,1,0,1,1,1,1,0,0,1,0,1
237,Ramingining,1,2023-01-23,veterinarian,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",96,11,8,13,1,190,low,1,Synthetic ranger field report,1,1,1,1,1,0,1,1,1,1,1,1,1
283,Minjilang,1,2023-01-23,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",55,5,5,1,0,230,medium,1,Synthetic ranger field report,7,1,1,0,1,0,1,1,1,1,0,0,0
329,Outstation A,1,2023-01-25,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",96,13,6,11,1,95,medium,1,Synthetic ranger field report,4,1,1,1,0,0,1,1,1,1,1,0,1
418,Croker Camp,1,2023-02-02,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",67,5,6,7,2,160,medium,1,Synthetic ranger field report,6,1,1,0,1,1,0,1,0,1,0,1,1
191,Milingimbi,1,2023-02-07,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",42,6,3,6,0,210,medium,1,Synthetic ranger field report,7,1,1,0,1,0,1,1,1,1,0,0,1
145,Jabiru,1,2023-02-10,ranger,Kudjewk,high,easy,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",46,7,8,7,2,40,high,1,Synthetic ranger field report,1,0,0,1,0,0,0,1,0,1,1,0,0
58,Gunbalanya,1,2023-02-16,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",117,21,6,6,0,70,high,1,Synthetic ranger field report,1,1,0,1,1,1,1,1,0,1,1,1,0
102,Warruwi,1,2023-02-18,waldhep_staff,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high",70,13,6,5,2,180,medium,1,Synthetic ranger field report,3,1,0,1,1,1,1,0,1,0,1,1,1
238,Ramingining,1,2023-02-18,veterinarian,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",130,17,8,6,1,190,low,1,Synthetic ranger field report,2,0,1,0,0,1,1,1,1,1,1,1,0
284,Minjilang,1,2023-02-20,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",58,6,9,7,1,230,high,1,Synthetic ranger field report,9,1,0,1,1,1,1,1,0,1,1,0,1
14,Maningrida,1,2023-02-21,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",132,29,3,9,1,120,high,1,Synthetic ranger field report,1,1,0,1,1,1,0,0,0,0,0,1,0
330,Outstation A,1,2023-02-24,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",124,11,1,7,0,95,high,1,Synthetic ranger field report,5,0,1,0,1,1,0,1,1,0,1,0,0
374,Outstation B,1,2023-02-27,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",72,13,7,11,2,105,medium,1,Synthetic ranger field report,1,1,1,0,1,0,1,0,0,1,1,1,1
419,Croker Camp,1,2023-03-06,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",43,7,6,6,1,160,high,1,Synthetic ranger field report,6,1,0,0,1,0,1,0,0,1,1,1,1
192,Milingimbi,1,2023-03-12,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",162,27,8,9,1,210,low,1,Synthetic ranger field report,7,1,1,0,1,1,1,0,1,1,1,1,0
59,Gunbalanya,1,2023-03-16,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",93,12,9,5,2,70,medium,1,Synthetic ranger field report,1,1,1,1,1,1,1,1,0,1,1,1,0
146,Jabiru,1,2023-03-16,ranger,Kudjewk,high,easy,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",42,6,6,9,0,40,high,1,Synthetic ranger field report,2,1,1,0,0,1,0,1,1,0,1,1,0
103,Warruwi,1,2023-03-18,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",105,4,3,5,0,180,low,0,Synthetic ranger field report,4,1,1,1,1,0,1,1,0,0,0,1,1
285,Minjilang,1,2023-03-22,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",89,17,8,6,1,230,high,1,Synthetic ranger field report,1,0,0,1,1,1,0,1,0,0,1,1,1
15,Maningrida,1,2023-03-28,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",81,10,10,2,1,120,high,1,Synthetic ranger field report,3,1,0,1,1,1,1,0,0,1,0,1,0
331,Outstation A,1,2023-03-28,ranger,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high",99,8,8,5,1,95,medium,1,Synthetic ranger field report,5,1,0,1,0,0,1,1,0,0,0,0,0
239,Ramingining,1,2023-03-30,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",102,21,4,12,1,190,low,1,Synthetic ranger field report,1,1,1,0,1,1,0,1,0,1,1,0,1
375,Outstation B,1,2023-03-31,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high",117,14,7,6,1,105,medium,1,Synthetic ranger field report,1,1,1,1,0,1,0,0,1,1,0,1,0
420,Croker Camp,1,2023-04-06,ranger,Bangkerreng,medium,difficult,"storm_tail, wet_ground, dog_movement_high",21,5,6,5,1,160,high,1,Synthetic ranger field report,7,1,0,1,0,1,1,0,0,1,1,1,0
193,Milingimbi,1,2023-04-09,ranger,Bangkerreng,medium,difficult,"storm_tail, wet_ground",82,15,6,8,0,210,low,1,Synthetic ranger field report,7,1,1,1,0,1,1,1,1,1,0,1,1
286,Minjilang,1,2023-04-16,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water, dog_movement_high",89,13,8,6,0,230,high,1,Synthetic ranger field report,1,1,1,1,1,1,1,1,1,0,0,1,0
104,Warruwi,1,2023-04-21,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water, dog_movement_high",100,20,2,6,1,180,high,1,Synthetic ranger field report,5,1,0,1,1,0,1,1,0,0,1,1,1
147,Jabiru,1,2023-04-23,ranger,Bangkerreng,medium,easy,"storm_tail, wet_ground",89,15,2,4,0,40,low,0,Synthetic ranger field report,1,1,1,0,0,0,1,0,1,1,1,1,1
60,Gunbalanya,1,2023-04-25,ranger,Bangkerreng,medium,moderate,"storm_tail, wet_ground",55,9,5,7,3,70,medium,1,Synthetic ranger field report,2,1,0,1,1,1,0,0,1,0,1,0,0
240,Ramingining,1,2023-04-27,ranger,Bangkerreng,high,difficult,"storm_tail, wet_ground, standing_water",62,9,4,6,0,190,medium,0,Synthetic ranger field report,1,1,0,1,1,1,1,1,1,1,1,0,1
332,Outstation A,1,2023-05-01,ranger,Yekke,low,moderate,"cooler_mornings, surface_water_remaining",68,13,5,6,1,95,medium,0,Synthetic ranger field report,1,1,0,0,1,0,1,1,0,1,0,0,1
16,Maningrida,1,2023-05-02,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",180,19,4,2,1,120,low,0,Synthetic ranger field report,1,1,0,1,0,1,0,1,0,0,0,0,0
376,Outstation B,1,2023-05-08,ranger,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",89,9,4,4,0,105,high,0,Synthetic ranger field report,1,1,1,0,1,0,1,1,1,1,1,0,1
421,Croker Camp,1,2023-05-12,ranger,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining",20,3,4,5,1,160,low,1,Synthetic ranger field report,8,1,0,1,1,0,0,1,0,1,0,0,1
194,Milingimbi,1,2023-05-14,ranger,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",112,11,5,4,0,210,high,1,Synthetic ranger field report,8,1,1,1,0,1,1,1,1,1,0,1,0
287,Minjilang,1,2023-05-18,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",64,10,2,3,0,230,medium,0,Synthetic ranger field report,1,0,1,1,0,0,0,0,0,1,1,1,0
105,Warruwi,1,2023-05-25,waldhep_staff,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",39,4,4,6,2,180,high,1,Synthetic ranger field report,6,1,1,1,1,0,1,1,0,1,1,0,1
148,Jabiru,1,2023-05-25,ranger,Yekke,medium,easy,"cooler_mornings, surface_water_remaining, dog_movement_high",47,2,5,2,1,40,high,0,Synthetic ranger field report,2,1,0,0,0,1,0,0,0,0,1,0,1
241,Ramingining,1,2023-05-25,veterinarian,Yekke,medium,difficult,"cooler_mornings, surface_water_remaining",113,8,4,2,0,190,low,0,Synthetic ranger field report,3,0,1,0,1,0,0,0,1,0,0,1,1
61,Gunbalanya,1,2023-05-27,waldhep_staff,Yekke,high,moderate,"cooler_mornings, surface_water_remaining, standing_water",110,18,2,8,2,70,medium,1,Synthetic ranger field report,1,1,1,0,1,0,1,0,1,1,1,0,1
333,Outstation A,1,2023-05-31,ranger,Yekke,medium,moderate,"cooler_mornings, surface_water_remaining",76,12,4,7,1,95,low,1,Synthetic ranger field report,2,1,1,0,1,0,1,1,0,1,0,0,0
17,Maningrida,1,2023-06-07,ranger,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water, dog_movement_high",62,11,4,6,0,120,high,0,Synthetic ranger field report,3,1,1,1,0,0,0,1,1,1,1,1,1
377,Outstation B,1,2023-06-07,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",89,13,3,5,0,105,high,0,Synthetic ranger field report,3,0,1,0,1,1,0,0,0,1,0,0,1
422,Croker Camp,1,2023-06-13,ranger,Yekke,high,difficult,"cooler_mornings, surface_water_remaining, standing_water, dog_movement_high",20,0,5,7,1,160,high,1,Synthetic ranger field report,9,1,1,1,1,0,1,0,0,0,1,1,0
195,Milingimbi,1,2023-06-14,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",36,3,5,2,1,210,high,0,Synthetic ranger field report,1,1,0,1,0,1,1,0,0,0,0,1,0
288,Minjilang,1,2023-06-14,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining",48,1,4,2,2,230,medium,1,Synthetic ranger field report,2,1,1,1,1,1,0,1,0,0,0,1,1
106,Warruwi,1,2023-06-22,waldhep_staff,Yekke,low,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",94,7,3,1,0,180,high,0,Synthetic ranger field report,1,0,0,0,0,1,0,1,0,0,0,0,0
242,Ramingining,1,2023-06-26,ranger,Yekke,low,difficult,"cooler_mornings, surface_water_remaining, dog_movement_high",77,17,6,3,0,190,high,1,Synthetic ranger field report,4,1,0,0,1,0,1,0,0,1,1,1,1
149,Jabiru,1,2023-06-29,ranger,Yekke,high,easy,"cooler_mornings, surface_water_remaining, standing_water",47,6,1,8,0,40,medium,1,Synthetic ranger field report,3,1,0,0,1,0,0,1,1,0,0,1,0
62,Gunbalanya,1,2023-07-01,waldhep_staff,Wurrkeng,low,moderate,"cool_dry, low_humidity, dog_movement_high",52,5,2,2,0,70,high,0,Synthetic ranger field report,1,1,0,0,1,1,1,1,0,0,0,0,1
378,Outstation B,1,2023-07-09,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",38,1,5,2,0,105,medium,1,Synthetic ranger field report,5,1,0,0,0,1,0,0,0,1,1,1,1
423,Croker Camp,1,2023-07-09,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",60,7,4,2,1,160,medium,1,Synthetic ranger field report,9,1,1,1,0,0,1,1,0,0,0,0,1
334,Outstation A,1,2023-07-10,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity",141,11,4,3,0,95,low,0,Synthetic ranger field report,2,1,1,0,0,1,0,1,0,1,0,0,1
18,Maningrida,1,2023-07-12,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",135,15,1,3,0,120,high,1,Synthetic ranger field report,5,1,0,1,0,1,1,0,1,1,0,0,0
196,Milingimbi,1,2023-07-12,ranger,Wurrkeng,high,difficult,"cool_dry, low_humidity, standing_water, dog_movement_high",76,8,1,4,2,210,high,1,Synthetic ranger field report,2,0,1,0,0,0,0,0,0,1,1,1,0
107,Warruwi,1,2023-07-21,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",145,20,4,5,1,180,high,0,Synthetic ranger field report,3,1,0,1,1,0,0,0,1,1,1,0,1
289,Minjilang,1,2023-07-21,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",76,2,3,2,0,230,high,0,Synthetic ranger field report,4,1,0,1,1,0,1,1,1,1,0,1,1
243,Ramingining,1,2023-07-23,waldhep_staff,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",130,11,2,4,1,190,high,0,Synthetic ranger field report,4,1,0,0,0,1,0,1,1,1,1,0,1
150,Jabiru,1,2023-07-30,ranger,Wurrkeng,low,easy,"cool_dry, low_humidity",47,2,3,2,0,40,low,1,Synthetic ranger field report,5,0,1,0,1,0,0,0,1,0,0,1,1
63,Gunbalanya,1,2023-08-01,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity, dog_movement_high",105,11,2,5,0,70,high,0,Synthetic ranger field report,2,0,0,0,0,0,0,0,1,0,0,0,1
424,Croker Camp,1,2023-08-03,veterinarian,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",37,3,4,1,1,160,high,0,Synthetic ranger field report,1,1,1,1,1,1,0,1,0,0,0,0,0
197,Milingimbi,1,2023-08-16,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",116,6,5,3,1,210,high,0,Synthetic ranger field report,1,0,0,0,1,1,1,0,0,1,1,1,0
290,Minjilang,1,2023-08-16,waldhep_staff,Wurrkeng,low,difficult,"cool_dry, low_humidity",20,1,2,4,0,230,low,0,Synthetic ranger field report,4,0,0,0,0,0,0,1,1,0,0,0,0
335,Outstation A,1,2023-08-16,ranger,Wurrkeng,low,moderate,"cool_dry, low_humidity, dog_movement_high",35,3,3,2,3,95,high,1,Synthetic ranger field report,4,0,1,1,1,0,0,0,0,0,0,0,0
379,Outstation B,1,2023-08-16,veterinarian,Wurrkeng,medium,difficult,"cool_dry, low_humidity",93,10,3,5,1,105,medium,0,Synthetic ranger field report,1,1,1,0,1,1,0,1,0,1,1,1,1
19,Maningrida,1,2023-08-20,waldhep_staff,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",75,8,3,1,2,120,high,1,Synthetic ranger field report,7,1,0,1,1,0,0,1,1,1,0,0,1
244,Ramingining,1,2023-08-23,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",102,2,3,2,1,190,medium,0,Synthetic ranger field report,4,0,1,1,0,0,0,0,1,1,0,0,0
64,Gunbalanya,1,2023-08-28,waldhep_staff,Wurrkeng,low,moderate,"cool_dry, low_humidity",24,1,3,2,1,70,medium,0,Synthetic ranger field report,3,1,0,1,0,0,1,0,1,0,0,0,1
151,Jabiru,1,2023-08-28,veterinarian,Wurrkeng,low,easy,"cool_dry, low_humidity",51,6,3,1,1,40,low,0,Synthetic ranger field report,1,0,0,0,0,0,0,1,0,0,1,0,0
425,Croker Camp,1,2023-08-28,ranger,Wurrkeng,low,difficult,"cool_dry, low_humidity",26,3,2,4,0,160,low,0,Synthetic ranger field report,2,0,1,1,1,0,0,0,1,0,1,0,0
108,Warruwi,1,2023-08-30,waldhep_staff,Wurrkeng,low,difficult,"cool_dry, low_humidity, dog_movement_high",46,7,5,1,0,180,high,0,Synthetic ranger field report,4,0,0,0,0,0,1,1,0,1,0,0,0
291,Minjilang,1,2023-09-13,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",20,1,4,2,0,230,low,0,Synthetic ranger field report,4,0,1,0,1,1,0,0,1,0,1,0,1
198,Milingimbi,1,2023-09-17,ranger,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",53,6,4,4,0,210,high,0,Synthetic ranger field report,2,1,0,1,1,0,0,0,1,1,1,0,1
336,Outstation A,1,2023-09-17,veterinarian,Kurrung,low,moderate,"hot_dry, thunderclouds_building",113,17,4,4,2,95,medium,1,Synthetic ranger field report,5,1,1,1,0,1,1,1,0,1,0,0,1
380,Outstation B,1,2023-09-21,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",73,6,4,4,2,105,medium,1,Synthetic ranger field report,2,0,1,1,0,1,0,0,0,1,1,0,1
245,Ramingining,1,2023-09-23,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",87,9,3,3,0,190,high,1,Synthetic ranger field report,5,1,0,0,1,1,0,0,0,0,1,0,1
109,Warruwi,1,2023-09-25,ranger,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",104,16,4,6,1,180,high,0,Synthetic ranger field report,4,1,0,1,0,1,0,1,1,0,1,1,1
20,Maningrida,1,2023-09-28,waldhep_staff,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",54,4,4,3,2,120,high,1,Synthetic ranger field report,9,1,0,1,1,1,1,1,0,1,1,0,0
426,Croker Camp,1,2023-10-01,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",60,5,3,4,0,160,medium,0,Synthetic ranger field report,3,1,1,1,0,1,0,1,1,0,1,0,0
65,Gunbalanya,1,2023-10-06,ranger,Kurrung,medium,moderate,"hot_dry, thunderclouds_building",43,7,4,5,0,70,medium,0,Synthetic ranger field report,3,1,1,1,1,1,0,1,1,1,0,1,0
152,Jabiru,1,2023-10-07,waldhep_staff,Kurrung,low,easy,"hot_dry, thunderclouds_building",83,12,4,3,0,40,low,0,Synthetic ranger field report,2,1,0,0,1,0,1,1,0,1,0,0,0
292,Minjilang,1,2023-10-13,waldhep_staff,Kurrung,medium,difficult,"hot_dry, thunderclouds_building, dog_movement_high",61,5,3,5,0,230,high,0,Synthetic ranger field report,4,1,0,0,0,0,1,0,0,1,0,0,1
337,Outstation A,1,2023-10-18,waldhep_staff,Kurrung,low,moderate,"hot_dry, thunderclouds_building, dog_movement_high",23,2,2,2,0,95,high,0,Synthetic ranger field report,1,1,0,0,0,1,1,0,0,1,1,0,1
381,Outstation B,1,2023-10-18,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",157,28,2,3,0,105,high,0,Synthetic ranger field report,3,0,1,1,0,0,0,0,1,1,0,1,1
199,Milingimbi,1,2023-10-23,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",90,12,7,2,1,210,high,1,Synthetic ranger field report,3,1,1,1,1,0,1,0,1,1,0,1,0
21,Maningrida,1,2023-10-25,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",24,3,2,2,1,120,medium,1,Synthetic ranger field report,9,1,1,1,0,0,1,0,0,1,1,1,1
110,Warruwi,1,2023-10-27,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building, dog_movement_high",36,3,4,3,2,180,high,1,Synthetic ranger field report,6,0,0,0,1,1,1,1,0,1,1,0,1
246,Ramingining,1,2023-10-30,ranger,Kurrung,low,difficult,"hot_dry, thunderclouds_building",76,7,2,3,0,190,low,0,Synthetic ranger field report,1,1,0,0,1,1,1,0,1,1,0,1,0
293,Minjilang,1,2023-11-09,veterinarian,Kunumeleng,high,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water",42,7,10,8,2,230,medium,1,Synthetic ranger field report,4,0,0,0,0,1,0,0,0,0,1,1,0
427,Croker Camp,1,2023-11-09,ranger,Kunumeleng,high,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water, dog_movement_high",23,3,7,7,1,160,high,1,Synthetic ranger field report,3,1,1,1,1,0,1,0,1,0,0,0,0
153,Jabiru,1,2023-11-11,ranger,Kunumeleng,high,easy,"humid_build_up, afternoon_storms, mosquitoes_rising, standing_water, dog_movement_high",30,6,9,7,2,40,high,1,Synthetic ranger field report,3,1,1,1,1,0,0,1,0,0,1,0,0
66,Gunbalanya,1,2023-11-14,waldhep_staff,Kunumeleng,low,moderate,"humid_build_up, afternoon_storms, mosquitoes_rising",132,15,5,4,0,70,medium,0,Synthetic ranger field report,4,1,1,0,0,1,1,1,0,0,0,0,0
200,Milingimbi,1,2023-11-17,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising",52,6,9,4,0,210,low,1,Synthetic ranger field report,5,1,1,1,0,0,0,1,0,1,1,1,0
22,Maningrida,1,2023-11-19,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising",36,4,6,4,0,120,medium,1,Synthetic ranger field report,1,1,1,0,1,1,1,1,1,1,0,1,0
111,Warruwi,1,2023-11-25,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",42,7,6,1,0,180,high,1,Synthetic ranger field report,1,0,1,1,0,1,1,0,1,0,1,0,0
338,Outstation A,1,2023-11-25,veterinarian,Kunumeleng,medium,moderate,"humid_build_up, afternoon_storms, mosquitoes_rising, dog_movement_high",20,2,9,5,1,95,high,1,Synthetic ranger field report,3,1,0,1,1,1,0,1,0,1,0,0,0
382,Outstation B,1,2023-11-27,ranger,Kunumeleng,medium,difficult,"humid_build_up, afternoon_storms, mosquitoes_rising",39,1,4,5,0,105,low,0,Synthetic ranger field report,3,1,0,1,1,1,1,1,0,1,1,1,0
247,Ramingining,1,2023-12-04,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",60,9,4,6,0,190,high,0,Synthetic ranger field report,3,1,0,1,1,1,0,1,1,0,0,1,1
294,Minjilang,1,2023-12-08,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",85,9,3,10,0,230,medium,1,Synthetic ranger field report,6,1,1,1,1,0,0,1,0,1,1,0,1
154,Jabiru,1,2023-12-09,ranger,Kudjewk,high,easy,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",36,7,0,6,0,40,low,0,Synthetic ranger field report,3,0,1,0,1,0,0,0,0,1,0,1,0
67,Gunbalanya,1,2023-12-14,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",86,19,8,9,0,70,low,1,Synthetic ranger field report,5,1,1,1,0,0,1,0,0,1,0,0,1
428,Croker Camp,1,2023-12-14,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",24,4,4,3,1,160,high,0,Synthetic ranger field report,4,1,1,1,0,0,0,0,1,1,0,1,1
201,Milingimbi,1,2023-12-15,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",81,11,6,7,1,210,low,1,Synthetic ranger field report,6,1,1,1,1,1,0,0,1,1,1,1,0
339,Outstation A,1,2023-12-25,ranger,Kudjewk,high,moderate,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",44,5,5,6,2,95,medium,1,Synthetic ranger field report,1,1,0,1,1,1,0,0,0,0,1,1,1
383,Outstation B,1,2023-12-26,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high",68,14,4,2,0,105,medium,0,Synthetic ranger field report,3,1,1,1,1,0,0,1,0,1,0,0,1
23,Maningrida,1,2023-12-27,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water, dog_movement_high",71,10,12,10,1,120,high,1,Synthetic ranger field report,2,1,1,1,1,1,0,1,1,1,1,0,0
112,Warruwi,1,2023-12-29,waldhep_staff,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",55,3,6,7,1,180,medium,1,Synthetic ranger field report,1,0,1,1,1,0,1,0,0,0,1,0,1
248,Ramingining,1,2024-01-03,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",126,22,8,7,1,190,high,1,Synthetic ranger field report,4,1,1,1,1,1,1,1,1,1,1,0,1
295,Minjilang,1,2024-01-07,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",40,3,8,4,2,230,high,1,Synthetic ranger field report,1,1,1,1,1,1,0,1,0,0,0,1,0
202,Milingimbi,1,2024-01-09,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",45,6,3,5,0,210,medium,0,Synthetic ranger field report,1,1,0,1,1,0,1,1,0,0,0,1,1
155,Jabiru,1,2024-01-12,waldhep_staff,Kudjewk,medium,easy,"monsoon_building, flooded_ground, mosquitoes_high",97,14,5,5,1,40,medium,0,Synthetic ranger field report,3,0,0,0,0,0,0,1,0,0,0,1,1
68,Gunbalanya,1,2024-01-19,ranger,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",88,18,6,6,1,70,high,1,Synthetic ranger field report,6,1,1,1,0,1,0,0,0,1,0,0,1
429,Croker Camp,1,2024-01-20,ranger,Kudjewk,medium,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",41,7,8,4,1,160,high,1,Synthetic ranger field report,6,1,1,1,0,0,0,0,1,1,1,1,1
384,Outstation B,1,2024-01-24,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",88,17,7,7,1,105,low,1,Synthetic ranger field report,3,1,0,1,1,0,0,0,0,1,1,1,0
24,Maningrida,1,2024-01-26,ranger,Kudjewk,high,difficult,"monsoon_building, flooded_ground, mosquitoes_high, standing_water",120,24,5,8,0,120,medium,1,Synthetic ranger field report,1,1,1,0,0,0,1,0,0,1,1,1,1
340,Outstation A,1,2024-01-30,ranger,Kudjewk,medium,moderate,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",112,15,7,4,1,95,high,1,Synthetic ranger field report,2,1,0,0,0,1,0,0,1,0,0,1,0
113,Warruwi,1,2024-02-03,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",49,8,7,3,1,180,high,1,Synthetic ranger field report,2,1,1,0,1,1,0,1,1,1,1,0,1
203,Milingimbi,1,2024-02-07,ranger,Kudjewk,low,difficult,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",90,9,5,4,1,210,high,0,Synthetic ranger field report,3,0,0,0,0,1,1,1,0,0,0,1,0
156,Jabiru,1,2024-02-08,waldhep_staff,Kudjewk,low,easy,"monsoon_building, flooded_ground, mosquitoes_high, dog_movement_high",50,10,7,2,1,40,high,1,Synthetic ranger field report,4,1,1,0,1,0,0,0,0,0,1,0,0
